"RecordIDS","AverageConsistency","Release_Date -Consistency","Release_Date -Values","Album_Genres-Consistency","Album_Genres-Values","Track_Name-Consistency","Track_Name-Values","Album_Name-Consistency","Album_Name-Values","Artists-Consistency","Artists-Values","Duration-Consistency","Duration-Values","Tempo-Consistency","Tempo-Values","Album_Type-Consistency","Album_Type-Values"
"musico_411+spotify_38164","0.875","1.0","{2017-09-08T00:00|2017-09-08T00:00}","0.0","{[contemporary country]|[]}","1.0","{Seein' Red|Seein' Red}","1.0","{Current Mood|Current Mood}","1.0","{[dustin lynch]|[dustin lynch]}","1.0","{194.0}","1.0","{100.99299621582031}","1.0","{album|album}"
"musico_9356+spotify_892","0.75","1.0","{1970-11-23T00:00|1970-11-23T00:00}","0.0","{[british folk]|[]}","1.0","{Wild World|Wild World}","0.0","{Tea For The Tillerman (Remastered)|Tea For The Tillerman (Remastered 2020)}","1.0","{[yusuf / cat stevens]|[yusuf / cat stevens]}","1.0","{200.0}","1.0","{152.85299682617188}","1.0","{album|album}"
"musico_5837+spotify_42196","0.875","1.0","{1988-01-01T00:00|1988-01-01T00:00}","0.0","{[dance rock]|[]}","1.0","{Pretty Boys and Pretty Girls|Pretty Boys and Pretty Girls}","1.0","{Lullaby|Lullaby}","1.0","{[book of love]|[book of love]}","1.0","{265.0}","1.0","{119.93900299072266}","1.0","{album|album}"
"musico_4710+spotify_41245","0.875","1.0","{1993-12-21T00:00|1993-12-21T00:00}","0.0","{[dance pop]|[]}","1.0","{Cry For You|Cry For You}","1.0","{Diary Of A Mad Band|Diary Of A Mad Band}","1.0","{[jodeci]|[jodeci]}","1.0","{300.0}","1.0","{115.7750015258789}","1.0","{album|album}"
"musico_991+spotify_38510","0.875","1.0","{2013-08-06T00:00|2013-08-06T00:00}","0.0","{[contemporary country]|[]}","1.0","{Mean to Me|Mean to Me}","1.0","{Bring You Back|Bring You Back}","1.0","{[brett eldredge]|[brett eldredge]}","1.0","{228.0}","1.0","{87.99400329589844}","1.0","{album|album}"
"deezer_4553+musico_2024+spotify_39270","0.7083333333333333","0.6666666666666666","{2009-11-16T00:00|2009-11-13T00:00|2009-11-16T00:00}","0.0","{[Pop, International Pop, Rock]|[australian pop]|[]}","1.0","{Happy|Happy|Happy}","1.0","{Echo|Echo|Echo}","1.0","{[leona lewis]|[leona lewis]|[leona lewis]}","1.0","{242.0|242.0}","0.0","{152.0|76.06999969482422}","1.0","{album|album|album}"
"musico_5956+spotify_42307","0.75","0.0","{1987-02-15T00:00|1987-04-07T00:00}","0.0","{[album rock]|[]}","1.0","{Variety Tonight|Variety Tonight}","1.0","{Life As We Know It|Life As We Know It}","1.0","{[reo speedwagon]|[reo speedwagon]}","1.0","{265.0}","1.0","{97.27400207519531}","1.0","{album|album}"
"deezer_15917+musico_2076+spotify_25819","0.8333333333333334","0.6666666666666666","{2009-05-07T00:00|2008-06-24T00:00|2008-06-24T00:00}","0.0","{[Rock]|[alternative metal]|[]}","1.0","{Second Chance|Second Chance|Second Chance}","1.0","{The Sound of Madness|The Sound of Madness|The Sound of Madness}","1.0","{[shinedown]|[shinedown]|[shinedown]}","1.0","{222.0|222.0}","1.0","{99.9000015258789|100.01100158691406}","1.0","{album|album|album}"
"musico_3609+spotify_40439","0.875","1.0","{2000-11-17T00:00|2000-11-17T00:00}","0.0","{[dance pop]|[]}","1.0","{Puppy Love|Puppy Love}","1.0","{Beware Of Dog|Beware Of Dog}","1.0","{[bow wow]|[bow wow]}","1.0","{209.0}","1.0","{169.1479949951172}","1.0","{album|album}"
"deezer_17248+musico_3849+spotify_792","0.8333333333333334","0.6666666666666666","{2012-06-11T00:00|1999-01-01T00:00|1999-01-01T00:00}","0.0","{[Rock, Latijnse muziek]|[dance pop]|[]}","1.0","{Livin' la Vida Loca|Livin' la Vida Loca|Livin' la Vida Loca}","1.0","{Ricky Martin|Ricky Martin|Ricky Martin}","1.0","{[ricky martin]|[ricky martin]|[ricky martin]}","1.0","{243.0|243.0}","1.0","{178.1999969482422|178.04299926757812}","1.0","{album|album|album}"
"musico_4503+spotify_5771","0.875","1.0","{1993-06-01T00:00|1993-06-01T00:00}","0.0","{[girl group]|[]}","1.0","{If You Love Me|If You Love Me}","1.0","{From The Bottom Up|From The Bottom Up}","1.0","{[brownstone]|[brownstone]}","1.0","{304.0}","1.0","{95.13800048828125}","1.0","{album|album}"
"musico_5116+spotify_41569","0.75","0.0","{1991-01-01T00:00|1991-09-10T00:00}","0.0","{[album rock]|[]}","1.0","{What You Give|What You Give}","1.0","{Psychotic Supper|Psychotic Supper}","1.0","{[tesla]|[tesla]}","1.0","{435.0}","1.0","{134.4770050048828}","1.0","{album|album}"
"deezer_16135+musico_2381+spotify_39542","0.8333333333333333","1.0","{2006-10-31T00:00|2006-10-31T00:00|2006-10-31T00:00}","0.6666666666666666","{[]|[contemporary country]|[]}","1.0","{International Harvester|International Harvester|International Harvester}","1.0","{Little Bit Of Life|Little Bit Of Life|Little Bit Of Life}","1.0","{[craig morgan]|[craig morgan]|[craig morgan]}","1.0","{228.0|228.0}","0.0","{191.41000366210938|95.49299621582031}","1.0","{album|album|album}"
"musico_934+spotify_38473","0.875","1.0","{2014-12-09T00:00|2014-12-09T00:00}","0.0","{[contemporary country]|[]}","1.0","{Inside Your Heaven|Inside Your Heaven}","1.0","{Greatest Hits: Decade #1|Greatest Hits: Decade #1}","1.0","{[carrie underwood]|[carrie underwood]}","1.0","{243.0}","1.0","{134.4429931640625}","1.0","{compilation|compilation}"
"deezer_18408+spotify_31276","0.5","0.0","{1996-11-29T00:00|1996-01-01T00:00}","0.0","{[Pop]|[]}","1.0","{Mama Said Knock You Out|Mama Said Knock You Out}","1.0","{All World|All World}","1.0","{[ll cool j]|[ll cool j]}","1.0","{287.0|287.0}","0.0","{0.0|102.37000274658203}","0.0","{album|compilation}"
"musico_5438+spotify_41848","0.875","1.0","{1990-02-01T00:00|1990-02-01T00:00}","0.0","{[-]|[]}","1.0","{B Girls|B Girls}","1.0","{Something To Get You Hyped|Something To Get You Hyped}","1.0","{[young & restless]|[young & restless]}","1.0","{242.0}","1.0","{193.76199340820312}","1.0","{album|album}"
"deezer_1748+spotify_21558","0.625","0.0","{2007-05-31T00:00|2007-01-01T00:00}","0.0","{[Rock]|[]}","1.0","{Goodnight Goodnight|Goodnight Goodnight}","0.0","{It Won't Be Soon Before Long (International Version)|It Won't Be Soon Before Long.}","1.0","{[maroon 5]|[maroon 5]}","1.0","{243.0|243.0}","1.0","{95.0|94.98100280761719}","1.0","{album|album}"
"deezer_19624+musico_6687+spotify_42949","0.75","0.6666666666666666","{2010-05-11T00:00|2010-01-01T00:00|2010-01-01T00:00}","0.0","{[Pop]|[album rock]|[]}","1.0","{The Moment Of The Truth|The Moment Of The Truth|The Moment Of The Truth}","1.0","{The Karate Kid: The Original Motion Picture Soundtrack|The Karate Kid: The Original Motion Picture Soundtrack|The Karate Kid: The Original Motion Picture Soundtrack}","0.6666666666666666","{[survivor]|[survivor]|[various artists]}","1.0","{224.0|224.0}","1.0","{138.6999969482422|138.88099670410156}","0.6666666666666666","{compile|compilation|compilation}"
"deezer_16473+musico_2875+spotify_39914","0.875","1.0","{2005-09-13T00:00|2005-09-13T00:00|2005-09-13T00:00}","0.0","{[Pop, International Pop, Rock]|[contemporary country]|[]}","1.0","{You're Like Comin' Home|You're Like Comin' Home|You're Like Comin' Home}","1.0","{Coming Home|Coming Home|Coming Home}","1.0","{[lonestar]|[lonestar]|[lonestar]}","1.0","{240.0|240.0}","1.0","{116.0999984741211|116.02799987792969}","1.0","{album|album|album}"
"musico_3834+spotify_4646","0.875","1.0","{1998-03-17T00:00|1998-03-17T00:00}","0.0","{[contemporary country]|[]}","1.0","{I'm Alright|I'm Alright}","1.0","{I'm Alright|I'm Alright}","1.0","{[jo dee messina]|[jo dee messina]}","1.0","{199.0}","1.0","{98.23400115966797}","1.0","{album|album}"
"deezer_17935+musico_4711+spotify_41246","0.8333333333333334","0.6666666666666666","{2006-11-27T00:00|1993-01-01T00:00|1993-01-01T00:00}","0.0","{[Rock]|[album rock]|[]}","1.0","{Objects In The Rear View Mirror May Appear Closer Than They Are|Objects In The Rear View Mirror May Appear Closer Than They Are|Objects In The Rear View Mirror May Appear Closer Than They Are}","1.0","{Bat Out Of Hell II: Back Into Hell...|Bat Out Of Hell II: Back Into Hell...|Bat Out Of Hell II: Back Into Hell...}","1.0","{[meat loaf]|[meat loaf]|[meat loaf]}","1.0","{615.0|615.0}","1.0","{124.19999694824219|120.45099639892578}","1.0","{album|album|album}"
"musico_9433+spotify_24391","0.875","1.0","{1970-01-01T00:00|1970-01-01T00:00}","0.0","{[classic rock]|[]}","1.0","{Green-Eyed Lady|Green-Eyed Lady}","1.0","{Green-Eyed Lady|Green-Eyed Lady}","1.0","{[sugarloaf]|[sugarloaf]}","1.0","{219.0}","1.0","{149.3040008544922}","1.0","{single|single}"
"deezer_19604+spotify_36473","0.625","0.0","{2014-08-19T00:00|1997-01-01T00:00}","0.0","{[Rap/Hip Hop]|[]}","0.0","{I'll Be Missing You (feat. Faith Evans & 112) (2014 Remaster)|I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster}","1.0","{No Way Out (2014 Remaster)|No Way Out (2014 Remaster)}","1.0","{[diddy, 112, faith evans]|[diddy]}","1.0","{306.0|306.0}","1.0","{110.0|109.91999816894531}","1.0","{album|album}"
"musico_961+spotify_38492","0.875","1.0","{2014-01-01T00:00|2014-01-01T00:00}","0.0","{[contemporary country]|[]}","1.0","{Drunk On A Plane|Drunk On A Plane}","1.0","{RISER|RISER}","1.0","{[dierks bentley]|[dierks bentley]}","1.0","{254.0}","1.0","{205.9720001220703}","1.0","{album|album}"
"musico_2401+spotify_39557","0.875","1.0","{2008-10-21T00:00|2008-10-21T00:00}","0.0","{[contemporary country]|[]}","1.0","{Love Me If You Can|Love Me If You Can}","1.0","{Big Dog Daddy|Big Dog Daddy}","1.0","{[toby keith]|[toby keith]}","1.0","{216.0}","1.0","{148.02699279785156}","1.0","{album|album}"
"deezer_8060+spotify_36514","0.625","0.0","{2008-11-12T00:00|2008-11-14T00:00}","0.0","{[Pop]|[]}","1.0","{Broken-Hearted Girl|Broken-Hearted Girl}","1.0","{I AM...SASHA FIERCE|I AM...SASHA FIERCE}","1.0","{[beyoncé]|[beyoncé]}","1.0","{277.0|277.0}","0.0","{168.10000610351562|82.14900207519531}","1.0","{album|album}"
"musico_6741+spotify_16361","0.875","1.0","{1983-01-01T00:00|1983-01-01T00:00}","0.0","{[album rock]|[]}","1.0","{Pink Houses|Pink Houses}","1.0","{Uh-HUH!|Uh-HUH!}","1.0","{[john mellencamp]|[john mellencamp]}","1.0","{283.0}","1.0","{115.2300033569336}","1.0","{album|album}"
"musico_1944+spotify_39208","0.75","0.0","{2008-11-10T00:00|2008-11-11T00:00}","0.0","{[dance pop]|[]}","1.0","{Fearless|Fearless}","1.0","{Fearless (Big Machine Radio Release Special)|Fearless (Big Machine Radio Release Special)}","1.0","{[taylor swift]|[taylor swift]}","1.0","{242.0}","1.0","{100.02799987792969}","1.0","{album|album}"
"musico_6959+spotify_43197","0.875","1.0","{1982-01-01T00:00|1982-01-01T00:00}","0.0","{[album rock]|[]}","1.0","{Hand To Hold On To|Hand To Hold On To}","1.0","{American Fool|American Fool}","1.0","{[john mellencamp]|[john mellencamp]}","1.0","{205.0}","1.0","{116.54199981689453}","1.0","{album|album}"
"deezer_15804+musico_1923+spotify_39189","0.875","1.0","{2009-07-07T00:00|2009-07-07T00:00|2009-07-07T00:00}","0.0","{[R&B]|[dance pop]|[]}","1.0","{Fistful of Tears|Fistful of Tears|Fistful of Tears}","1.0","{BLACKsummers'night (2009)|BLACKsummers'night (2009)|BLACKsummers'night (2009)}","1.0","{[maxwell]|[maxwell]|[maxwell]}","1.0","{219.0|219.0}","1.0","{123.0|123.03199768066406}","1.0","{album|album|album}"
"deezer_16902+musico_3543+spotify_40400","0.8333333333333333","1.0","{2001-10-23T00:00|2001-10-23T00:00|2001-10-23T00:00}","0.0","{[Pop]|[boy band]|[]}","1.0","{Drowning|Drowning|Drowning}","1.0","{The Hits--Chapter One|The Hits--Chapter One|The Hits--Chapter One}","1.0","{[backstreet boys]|[backstreet boys]|[backstreet boys]}","1.0","{267.0|267.0}","1.0","{142.10000610351562|141.94200134277344}","0.6666666666666666","{album|compilation|compilation}"
"deezer_17611+spotify_5547","0.5","0.0","{2001-11-05T00:00|2001-11-06T00:00}","0.0","{[R&B]|[]}","1.0","{Use Your Heart|Use Your Heart}","1.0","{Best Of SWV|Best Of SWV}","1.0","{[swv]|[swv]}","1.0","{289.0|289.0}","0.0","{147.6999969482422|73.927001953125}","0.0","{album|compilation}"
"musico_312+spotify_38094","0.875","1.0","{2018-04-10T00:00|2018-04-10T00:00}","0.0","{[emo rap]|[]}","1.0","{KOODA|KOODA}","1.0","{Day69: Graduation Day|Day69: Graduation Day}","1.0","{[6ix9ine]|[6ix9ine]}","1.0","{142.0}","1.0","{91.16699981689453}","1.0","{album|album}"
"deezer_19800+musico_6859+spotify_43102","0.7083333333333333","0.6666666666666666","{2010-07-09T00:00|1983-01-01T00:00|1983-01-01T00:00}","0.0","{[Alternative]|[alternative rock]|[]}","1.0","{Radio Free Europe|Radio Free Europe|Radio Free Europe}","1.0","{Murmur|Murmur|Murmur}","1.0","{[r.e.m.]|[r.e.m.]|[r.e.m.]}","1.0","{245.0|245.0}","0.0","{0.0|154.8679962158203}","1.0","{album|album|album}"
"musico_4770+spotify_4663","0.875","1.0","{1993-03-12T00:00|1993-03-12T00:00}","0.0","{[country]|[]}","1.0","{Fast as You|Fast as You}","1.0","{This Time|This Time}","1.0","{[dwight yoakam]|[dwight yoakam]}","1.0","{285.0}","1.0","{125.9540023803711}","1.0","{album|album}"
"deezer_19114+musico_6082+spotify_42419","0.7916666666666666","0.6666666666666666","{2003-05-13T00:00|1986-01-01T00:00|1986-01-01T00:00}","0.0","{[Pop]|[adult standards]|[]}","1.0","{Se La|Se La|Se La}","0.6666666666666666","{Dancing On The Ceiling (Expanded Edition)|Dancing On The Ceiling|Dancing On The Ceiling (Expanded Edition)}","1.0","{[lionel richie]|[lionel richie]|[lionel richie]}","1.0","{353.0|353.0}","1.0","{130.8000030517578|130.97000122070312}","1.0","{album|album|album}"
"musico_6815+spotify_43062","0.875","1.0","{1983-01-01T00:00|1983-01-01T00:00}","0.0","{[album rock]|[]}","1.0","{Take Another Picture|Take Another Picture}","1.0","{Take Another Picture|Take Another Picture}","1.0","{[quarterflash]|[quarterflash]}","1.0","{269.0}","1.0","{151.427001953125}","1.0","{album|album}"
"musico_1549+spotify_38890","0.75","0.0","{2011-11-15T00:00|2011-11-08T00:00}","0.0","{[hip hop]|[]}","1.0","{Party On Fifth Ave.|Party On Fifth Ave.}","1.0","{Blue Slide Park|Blue Slide Park}","1.0","{[mac miller]|[mac miller]}","1.0","{173.0}","1.0","{97.66999816894531}","1.0","{album|album}"
"deezer_15980+musico_2133+spotify_39358","0.7083333333333333","0.6666666666666666","{2009-04-20T00:00|2009-01-01T00:00|2009-01-01T00:00}","0.0","{[Rap/Hip Hop]|[indie pop rap]|[]}","1.0","{Lark On My Go-Kart|Lark On My Go-Kart|Lark On My Go-Kart}","1.0","{Asleep In The Bread Aisle|Asleep In The Bread Aisle|Asleep In The Bread Aisle}","1.0","{[asher roth]|[asher roth]|[asher roth]}","1.0","{174.0|174.0}","0.0","{186.1999969482422|121.92500305175781}","1.0","{album|album|album}"
"deezer_15169+musico_901+spotify_38454","0.9166666666666666","0.6666666666666666","{2014-02-11T00:00|2014-04-03T00:00|2014-04-03T00:00}","0.6666666666666666","{[]|[contemporary country]|[]}","1.0","{Helluva Life|Helluva Life|Helluva Life}","1.0","{Sunshine & Whiskey|Sunshine & Whiskey|Sunshine & Whiskey}","1.0","{[frankie ballard]|[frankie ballard]|[frankie ballard]}","1.0","{231.0|231.0}","1.0","{133.8000030517578|134.01499938964844}","1.0","{album|album|album}"
"musico_6443+spotify_42730","0.875","1.0","{1995-01-01T00:00|1995-01-01T00:00}","0.0","{[adult standards]|[]}","1.0","{Only You|Only You}","1.0","{The Very Best Of The Commodores|The Very Best Of The Commodores}","1.0","{[commodores]|[commodores]}","1.0","{267.0}","1.0","{141.76800537109375}","1.0","{compilation|compilation}"
"musico_5215+spotify_41654","0.875","1.0","{1991-01-01T00:00|1991-01-01T00:00}","0.0","{[g funk]|[]}","1.0","{Tonite|Tonite}","1.0","{Quik Is The Name|Quik Is The Name}","1.0","{[dj quik]|[dj quik]}","1.0","{323.0}","1.0","{105.39099884033203}","1.0","{album|album}"
"deezer_15104+spotify_19635","0.875","1.0","{2014-03-31T00:00|2014-03-31T00:00}","0.0","{[Pop, International Pop, Rock]|[]}","1.0","{I Will Never Let You Down|I Will Never Let You Down}","1.0","{I Will Never Let You Down|I Will Never Let You Down}","1.0","{[rita ora]|[rita ora]}","1.0","{203.0|203.0}","1.0","{128.0|128.01100158691406}","1.0","{single|single}"
"musico_6931+spotify_43170","0.875","1.0","{1982-01-01T00:00|1982-01-01T00:00}","0.0","{[album rock]|[]}","1.0","{Windows|Windows}","1.0","{Spring Session M.|Spring Session M.}","1.0","{[missing persons]|[missing persons]}","1.0","{302.0}","1.0","{132.14999389648438}","1.0","{album|album}"
"deezer_19540+musico_6601+spotify_42867","0.8333333333333334","0.6666666666666666","{2006-01-03T00:00|1984-01-01T00:00|1984-01-01T00:00}","0.0","{[Rock]|[album rock]|[]}","1.0","{Had A Dream (Sleeping With The Enemy)|Had A Dream (Sleeping With The Enemy)|Had A Dream (Sleeping With The Enemy)}","1.0","{In The Eye Of The Storm|In The Eye Of The Storm|In The Eye Of The Storm}","1.0","{[roger hodgson]|[roger hodgson]|[roger hodgson]}","1.0","{506.0|506.0}","1.0","{132.89999389648438|132.9040069580078}","1.0","{album|album|album}"
"musico_10454+spotify_18193+spotify_36708","0.7083333333333333","0.6666666666666666","{1964-03-01T00:00|1964-01-01T00:00|1964-03-01T00:00}","0.6666666666666666","{[adult standards]|[]|[]}","1.0","{A Change Is Gonna Come|A Change Is Gonna Come|A Change Is Gonna Come}","0.6666666666666666","{Ain't That Good News|A Change Is Gonna Come|Ain't That Good News}","1.0","{[sam cooke]|[sam cooke]|[sam cooke]}","1.0","{191.0|191.0}","0.0","{138.56100463867188|173.7899932861328}","0.6666666666666666","{album|single|album}"
"musico_4629+spotify_41180","0.875","1.0","{1993-07-16T00:00|1993-07-16T00:00}","0.0","{[alternative metal]|[]}","1.0","{You|You}","1.0","{Candlebox|Candlebox}","1.0","{[candlebox]|[candlebox]}","1.0","{297.0}","1.0","{195.30299377441406}","1.0","{album|album}"
"musico_2555+spotify_39674","0.875","1.0","{2006-01-01T00:00|2006-01-01T00:00}","0.0","{[contemporary country]|[]}","1.0","{Me And God|Me And God}","1.0","{Your Man|Your Man}","1.0","{[josh turner]|[josh turner]}","1.0","{179.0}","1.0","{153.36199951171875}","1.0","{album|album}"
"deezer_21513+musico_8518+spotify_8534","0.6666666666666666","0.0","{2007-02-27T00:00|1996-01-01T00:00|2007-01-01T00:00}","0.0","{[R&B]|[classic soul]|[]}","1.0","{Walking In Rhythm|Walking In Rhythm|Walking In Rhythm}","0.6666666666666666","{Happy Music: The Best Of The Blackbyrds|The Blackbyrds|Happy Music: The Best Of The Blackbyrds}","1.0","{[the blackbyrds]|[the blackbyrds]|[the blackbyrds]}","1.0","{252.0|252.0}","1.0","{113.0|113.16899871826172}","0.6666666666666666","{album|album|compilation}"
"musico_914+spotify_38462","0.875","1.0","{2014-01-01T00:00|2014-01-01T00:00}","0.0","{[contemporary country]|[]}","1.0","{Cold One|Cold One}","1.0","{The Outsiders|The Outsiders}","1.0","{[eric church]|[eric church]}","1.0","{205.0}","1.0","{147.9429931640625}","1.0","{album|album}"
"musico_825+spotify_38395","0.875","1.0","{2014-08-25T00:00|2014-08-25T00:00}","0.0","{[contemporary country]|[]}","1.0","{Crushin' It|Crushin' It}","1.0","{Moonshine in the Trunk|Moonshine in the Trunk}","1.0","{[brad paisley]|[brad paisley]}","1.0","{220.0}","1.0","{108.98999786376953}","1.0","{album|album}"
"musico_2500+spotify_39634","0.875","1.0","{2007-01-01T00:00|2007-01-01T00:00}","0.0","{[dance pop]|[]}","1.0","{Stranger|Stranger}","1.0","{Dignity|Dignity}","1.0","{[hilary duff]|[hilary duff]}","1.0","{250.0}","1.0","{124.03199768066406}","1.0","{album|album}"
"deezer_17871+musico_4657+spotify_41203","0.7083333333333333","0.6666666666666666","{2008-03-20T00:00|1994-01-01T00:00|1994-01-01T00:00}","0.0","{[Rap/Hip Hop]|[alternative hip hop]|[]}","1.0","{Behind Bars|Behind Bars|Behind Bars}","1.0","{Behind Bars|Behind Bars|Behind Bars}","1.0","{[slick rick]|[slick rick]|[slick rick]}","1.0","{202.0|201.0}","0.0","{95.30000305175781|190.47900390625}","1.0","{album|album|album}"
"deezer_18420+musico_5227+spotify_41664","0.75","0.0","{2017-11-28T00:00|1990-01-01T00:00|1990-02-13T00:00}","0.0","{[Pop, Rock, Hard Rock, Rock & Roll/Rockabilly]|[album rock]|[]}","1.0","{She Talks To Angels|She Talks To Angels|She Talks To Angels}","1.0","{Shake Your Money Maker|Shake Your Money Maker|Shake Your Money Maker}","1.0","{[the black crowes]|[the black crowes]|[the black crowes]}","1.0","{329.0|329.0}","1.0","{160.0|160.05799865722656}","1.0","{album|album|album}"
"musico_3153+spotify_40118","0.875","1.0","{2004-02-02T00:00|2004-02-02T00:00}","0.0","{[alternative metal]|[]}","1.0","{Megalomaniac|Megalomaniac}","1.0","{A Crow Left Of The Murder...|A Crow Left Of The Murder...}","1.0","{[incubus]|[incubus]}","1.0","{294.0}","1.0","{140.04200744628906}","1.0","{album|album}"
"deezer_14225+musico_4+spotify_37874","0.875","1.0","{2018-08-03T00:00|2018-08-03T00:00|2018-08-03T00:00}","0.0","{[Rap/Hip Hop]|[pop]|[]}","1.0","{STOP TRYING TO BE GOD|STOP TRYING TO BE GOD|STOP TRYING TO BE GOD}","1.0","{ASTROWORLD|ASTROWORLD|ASTROWORLD}","1.0","{[travis scott]|[travis scott]|[travis scott]}","1.0","{338.0|338.0}","1.0","{149.8000030517578|150.00900268554688}","1.0","{album|album|album}"
"musico_4362+spotify_40964","0.875","1.0","{1996-08-06T00:00|1996-08-06T00:00}","0.0","{[g funk]|[]}","1.0","{Can You Feel Me|Can You Feel Me}","1.0","{Can You Feel Me|Can You Feel Me}","1.0","{[dru down]|[dru down]}","1.0","{252.0}","1.0","{89.13899993896484}","1.0","{album|album}"
"deezer_8526+musico_2551+spotify_39670","0.8333333333333334","0.6666666666666666","{2006-11-28T00:00|2006-11-02T00:00|2006-11-28T00:00}","0.0","{[Rock]|[alternative metal]|[]}","1.0","{Anna Molly|Anna Molly|Anna Molly}","1.0","{Light Grenades|Light Grenades|Light Grenades}","1.0","{[incubus]|[incubus]|[incubus]}","1.0","{225.0|225.0}","1.0","{152.0|151.88499450683594}","1.0","{album|album|album}"
"deezer_20253+musico_7232+spotify_855","0.9166666666666666","0.6666666666666666","{1980-11-17T00:00|1980-01-01T00:00|1980-01-01T00:00}","0.6666666666666666","{[]|[country]|[]}","1.0","{9 to 5|9 to 5|9 to 5}","1.0","{9 To 5 And Odd Jobs|9 To 5 And Odd Jobs|9 To 5 And Odd Jobs}","1.0","{[dolly parton]|[dolly parton]|[dolly parton]}","1.0","{162.0|162.0}","1.0","{106.0|105.38999938964844}","1.0","{album|album|album}"
"musico_5475+spotify_41880","0.875","1.0","{1989-07-25T00:00|1989-07-25T00:00}","0.0","{[album rock]|[]}","1.0","{House of Fire|House of Fire}","1.0","{Trash|Trash}","1.0","{[alice cooper]|[alice cooper]}","1.0","{226.0}","1.0","{124.76399993896484}","1.0","{album|album}"
"musico_6416+spotify_42707","0.875","1.0","{1985-01-01T00:00|1985-01-01T00:00}","0.0","{[dance rock]|[]}","1.0","{Life In One Day|Life In One Day}","1.0","{Dream Into Action|Dream Into Action}","1.0","{[howard jones]|[howard jones]}","1.0","{221.0}","1.0","{100.96099853515625}","1.0","{album|album}"
"deezer_20748+spotify_32512","0.875","1.0","{1992-11-17T00:00|1992-11-17T00:00}","0.0","{[Films/Games, Film Scores]|[]}","1.0","{I'm Every Woman|I'm Every Woman}","1.0","{The Bodyguard - Original Soundtrack Album|The Bodyguard - Original Soundtrack Album}","1.0","{[whitney houston]|[whitney houston]}","1.0","{285.0|285.0}","1.0","{119.5|119.55500030517578}","1.0","{album|album}"
"deezer_18843+musico_5780+spotify_42142","0.8333333333333333","1.0","{1988-09-27T00:00|1988-09-27T00:00|1988-09-27T00:00}","0.0","{[Pop, Rock]|[disney]|[]}","1.0","{It's Money That Matters|It's Money That Matters|It's Money That Matters}","0.6666666666666666","{Land Of Dreams|Land Of Dreams|Land of Dreams}","1.0","{[randy newman]|[randy newman]|[randy newman]}","1.0","{247.0|247.0}","1.0","{124.5|124.64800262451172}","1.0","{album|album|album}"
"musico_4864+spotify_41367","0.875","1.0","{1993-01-01T00:00|1993-01-01T00:00}","0.0","{[funk]|[]}","1.0","{ABC-123|ABC-123}","1.0","{For Real Tho'|For Real Tho'}","1.0","{[levert]|[levert]}","1.0","{355.0}","1.0","{147.81900024414062}","1.0","{album|album}"
"deezer_18042+musico_4733+spotify_41260","0.8333333333333334","0.6666666666666666","{1993-06-22T00:00|1993-01-01T00:00|1993-01-01T00:00}","0.0","{[R&B]|[dance pop]|[]}","1.0","{If I Had No Loot|If I Had No Loot|If I Had No Loot}","1.0","{Sons Of Soul|Sons Of Soul|Sons Of Soul}","1.0","{[tony! toni! toné!]|[tony! toni! toné!]|[tony! toni! toné!]}","1.0","{241.0|241.0}","1.0","{106.55999755859375|106.7249984741211}","1.0","{album|album|album}"
"deezer_18518+musico_5379+spotify_41799","0.7916666666666667","0.6666666666666666","{1990-06-04T00:00|1990-05-31T00:00|1990-06-04T00:00}","0.0","{[Pop]|[boy band]|[]}","0.6666666666666666","{Let's Try It Again (Album Version)|Let's Try It Again|Let's Try It Again}","1.0","{Step By Step|Step By Step|Step By Step}","1.0","{[new kids on the block]|[new kids on the block]|[new kids on the block]}","1.0","{231.0|231.0}","1.0","{136.39999389648438|136.625}","1.0","{album|album|album}"
"musico_2445+spotify_39594","0.875","1.0","{2007-01-01T00:00|2007-01-01T00:00}","0.0","{[electro latino]|[]}","1.0","{Sexy Movimiento|Sexy Movimiento}","1.0","{Wisin Vs Yandel ""Los Extraterrestres""|Wisin Vs Yandel ""Los Extraterrestres""}","1.0","{[wisin & yandel]|[wisin & yandel]}","1.0","{209.0}","1.0","{104.98600006103516}","1.0","{album|album}"
"musico_3860+spotify_756","0.875","1.0","{1999-11-02T00:00|1999-11-02T00:00}","0.0","{[alternative metal]|[]}","1.0","{Learn to Fly|Learn to Fly}","1.0","{There Is Nothing Left To Lose|There Is Nothing Left To Lose}","1.0","{[foo fighters]|[foo fighters]}","1.0","{235.0}","1.0","{135.9969940185547}","1.0","{album|album}"
"musico_9100+spotify_24502","0.875","1.0","{1972-01-01T00:00|1972-01-01T00:00}","0.0","{[chicago soul, adult standards]|[]}","1.0","{Where Is the Love|Where Is the Love}","1.0","{Roberta Flack & Donny Hathaway|Roberta Flack & Donny Hathaway}","1.0","{[donny hathaway, roberta flack]|[roberta flack, donny hathaway]}","1.0","{163.0}","1.0","{114.96900177001953}","1.0","{album|album}"
